dataset,method,upset_simple_mean,upset_simple_std,upset_ratio_mean,upset_ratio_std,upset_naive_mean,upset_naive_std,runtime_sec_mean,runtime_sec_std
Basketball_temporal/finer1986,OURS_MFAS_INS1,1.09,0.00,0.13,0.00,0.27,0.00,2.87,0.01
Basketball_temporal/finer1986,OURS_MFAS_INS2,1.09,0.00,0.13,0.00,0.27,0.00,2.86,0.01
Basketball_temporal/finer1986,OURS_MFAS_INS3,1.09,0.00,0.13,0.00,0.27,0.00,2.86,0.01
Basketball_temporal/finer1986,OURS_MFAS,1.09,0.00,0.13,0.00,0.27,0.00,2.86,0.01
Basketball_temporal/finer1987,SpringRank,1.79,0.00,0.01,0.00,0.45,0.00,0.39,0.00
Basketball_temporal/finer1987,syncRank,1.87,0.00,0.01,0.00,0.47,0.00,0.01,0.00
Basketball_temporal/finer1987,serialRank,1.41,0.06,0.01,0.00,0.35,0.01,0.04,0.00
Basketball_temporal/finer1987,btl,0.89,0.00,0.51,0.00,0.22,0.00,0.00,0.00
Basketball_temporal/finer1987,davidScore,1.17,0.00,0.01,0.00,0.29,0.00,0.01,0.00
Basketball_temporal/finer1987,eigenvectorCentrality,1.21,0.00,0.01,0.00,0.30,0.00,0.00,0.00
Basketball_temporal/finer1987,PageRank,1.95,0.00,0.58,0.00,0.49,0.00,0.02,0.00
Basketball_temporal/finer1987,rankCentrality,0.99,0.00,0.46,0.00,0.25,0.00,0.00,0.00
Basketball_temporal/finer1987,SVD_RS,0.91,0.00,0.48,0.00,0.23,0.00,0.01,0.00
Basketball_temporal/finer1987,SVD_NRS,1.21,0.00,0.14,0.00,0.30,0.00,3.13,0.02
Basketball_temporal/finer1987,OURS_MFAS_INS1,1.21,0.00,0.14,0.00,0.30,0.00,3.12,0.01
Basketball_temporal/finer1987,OURS_MFAS_INS2,1.21,0.00,0.14,0.00,0.30,0.00,3.13,0.02
Basketball_temporal/finer1987,OURS_MFAS_INS3,1.21,0.00,0.14,0.00,0.30,0.00,3.13,0.01
Basketball_temporal/finer1987,OURS_MFAS,1.21,0.00,0.14,0.00,0.30,0.00,3.13,0.01
Basketball_temporal/finer1988,SpringRank,1.83,0.13,0.02,0.02,0.46,0.03,0.39,0.00
Basketball_temporal/finer1988,syncRank,1.90,0.00,0.01,0.00,0.48,0.00,0.01,0.00
Basketball_temporal/finer1988,serialRank,1.43,0.10,0.01,0.00,0.36,0.03,0.04,0.00
Basketball_temporal/finer1988,btl,0.84,0.00,0.52,0.00,0.21,0.00,0.00,0.00
Basketball_temporal/finer1988,davidScore,1.23,0.00,0.01,0.00,0.31,0.00,0.01,0.00
Basketball_temporal/finer1988,eigenvectorCentrality,1.19,0.00,0.01,0.00,0.30,0.00,0.00,0.00
Basketball_temporal/finer1988,PageRank,1.97,0.00,0.57,0.00,0.49,0.00,0.02,0.00
Basketball_temporal/finer1988,rankCentrality,0.97,0.00,0.56,0.00,0.24,0.00,0.00,0.00
Basketball_temporal/finer1988,SVD_RS,0.83,0.00,0.52,0.00,0.21,0.00,0.01,0.00
Basketball_temporal/finer1988,SVD_NRS,1.17,0.00,0.14,0.00,0.29,0.00,3.21,0.02
Basketball_temporal/finer1988,OURS_MFAS_INS1,1.17,0.00,0.14,0.00,0.29,0.00,3.21,0.01
Basketball_temporal/finer1988,OURS_MFAS_INS2,1.17,0.00,0.14,0.00,0.29,0.00,3.20,0.02
Basketball_temporal/finer1988,OURS_MFAS_INS3,1.17,0.00,0.14,0.00,0.29,0.00,3.20,0.01
Basketball_temporal/finer1988,OURS_MFAS,1.17,0.00,0.14,0.00,0.29,0.00,3.20,0.01
Basketball_temporal/finer1989,SpringRank,1.67,0.00,0.01,0.00,0.42,0.00,0.40,0.00
Basketball_temporal/finer1989,syncRank,1.86,0.00,0.01,0.00,0.46,0.00,0.01,0.00
Basketball_temporal/finer1989,serialRank,1.43,0.05,0.01,0.00,0.36,0.01,0.04,0.00
Basketball_temporal/finer1989,btl,0.83,0.00,0.49,0.00,0.21,0.00,0.00,0.00
Basketball_temporal/finer1989,davidScore,1.13,0.00,0.01,0.00,0.28,0.00,0.01,0.00
Basketball_temporal/finer1989,eigenvectorCentrality,1.14,0.00,0.01,0.00,0.29,0.00,0.00,0.00
Basketball_temporal/finer1989,PageRank,1.94,0.00,0.56,0.00,0.49,0.00,0.02,0.00
Basketball_temporal/finer1989,rankCentrality,0.99,0.00,0.49,0.00,0.25,0.00,0.00,0.00
Basketball_temporal/finer1989,SVD_RS,0.90,0.00,0.49,0.00,0.23,0.00,0.01,0.00
Basketball_temporal/finer1989,SVD_NRS,1.16,0.00,0.13,0.00,0.29,0.00,3.38,0.01
Basketball_temporal/finer1989,OURS_MFAS_INS1,1.16,0.00,0.13,0.00,0.29,0.00,3.38,0.02
Basketball_temporal/finer1989,OURS_MFAS_INS2,1.16,0.00,0.13,0.00,0.29,0.00,3.38,0.01
Basketball_temporal/finer1989,OURS_MFAS_INS3,1.16,0.00,0.13,0.00,0.29,0.00,3.38,0.01
Basketball_temporal/finer1989,OURS_MFAS,1.16,0.00,0.13,0.00,0.29,0.00,3.38,0.01
Basketball_temporal/finer1990,SpringRank,1.67,0.00,0.01,0.00,0.42,0.00,0.40,0.00
Basketball_temporal/finer1990,syncRank,1.93,0.00,0.01,0.00,0.48,0.00,0.01,0.00
Basketball_temporal/finer1990,serialRank,1.45,0.05,0.01,0.00,0.36,0.01,0.04,0.00
Basketball_temporal/finer1990,btl,0.82,0.00,0.49,0.00,0.21,0.00,0.00,0.00
Basketball_temporal/finer1990,davidScore,1.28,0.00,0.01,0.00,0.32,0.00,0.01,0.00
Basketball_temporal/finer1990,eigenvectorCentrality,1.17,0.00,0.01,0.00,0.29,0.00,0.00,0.00
Basketball_temporal/finer1990,PageRank,1.98,0.00,0.55,0.00,0.50,0.00,0.02,0.00
Basketball_temporal/finer1990,rankCentrality,0.91,0.00,0.48,0.00,0.23,0.00,0.00,0.00
Basketball_temporal/finer1990,SVD_RS,0.84,0.00,0.49,0.00,0.21,0.00,0.01,0.00
Basketball_temporal/finer1990,SVD_NRS,1.16,0.00,0.14,0.00,0.29,0.00,3.42,0.01
Basketball_temporal/finer1990,OURS_MFAS_INS1,1.16,0.00,0.14,0.00,0.29,0.00,3.41,0.02
Basketball_temporal/finer1990,OURS_MFAS_INS2,1.16,0.00,0.14,0.00,0.29,0.00,3.42,0.01
Basketball_temporal/finer1990,OURS_MFAS_INS3,1.16,0.00,0.14,0.00,0.29,0.00,3.41,0.02
Basketball_temporal/finer1990,OURS_MFAS,1.16,0.00,0.14,0.00,0.29,0.00,3.41,0.02
Basketball_temporal/finer1991,SpringRank,1.83,0.00,0.01,0.00,0.46,0.00,0.40,0.00
Basketball_temporal/finer1991,syncRank,2.03,0.00,0.01,0.00,0.51,0.00,0.01,0.00
Basketball_temporal/finer1991,serialRank,1.36,0.06,0.01,0.00,0.34,0.02,0.04,0.00
Basketball_temporal/finer1991,btl,0.83,0.00,0.49,0.00,0.21,0.00,0.00,0.00
Basketball_temporal/finer1991,davidScore,1.38,0.00,0.01,0.00,0.35,0.00,0.01,0.00
Basketball_temporal/finer1991,eigenvectorCentrality,1.31,0.00,0.01,0.00,0.33,0.00,0.00,0.00
Basketball_temporal/finer1991,PageRank,1.97,0.00,0.54,0.00,0.49,0.00,0.02,0.00
Basketball_temporal/finer1991,rankCentrality,0.99,0.00,0.49,0.00,0.25,0.00,0.00,0.00
Basketball_temporal/finer1991,SVD_RS,0.89,0.00,0.47,0.00,0.22,0.00,0.01,0.00
Basketball_temporal/finer1991,SVD_NRS,1.14,0.00,0.14,0.00,0.29,0.00,3.48,0.01
Basketball_temporal/finer1991,OURS_MFAS_INS1,1.14,0.00,0.14,0.00,0.29,0.00,3.51,0.02
Basketball_temporal/finer1991,OURS_MFAS_INS2,1.14,0.00,0.14,0.00,0.29,0.00,3.49,0.01
Basketball_temporal/finer1991,OURS_MFAS_INS3,1.14,0.00,0.14,0.00,0.29,0.00,3.49,0.02
Basketball_temporal/finer1991,OURS_MFAS,1.14,0.00,0.14,0.00,0.29,0.00,3.49,0.02
Basketball_temporal/finer1992,SpringRank,1.72,0.00,0.01,0.00,0.43,0.00,0.41,0.00
Basketball_temporal/finer1992,syncRank,1.88,0.00,0.01,0.00,0.47,0.00,0.01,0.00
Basketball_temporal/finer1992,serialRank,1.33,0.06,0.01,0.00,0.33,0.01,0.04,0.00
Basketball_temporal/finer1992,btl,0.77,0.00,0.49,0.00,0.19,0.00,0.00,0.00
Basketball_temporal/finer1992,davidScore,1.26,0.00,0.01,0.00,0.31,0.00,0.01,0.00
Basketball_temporal/finer1992,eigenvectorCentrality,1.21,0.00,0.01,0.00,0.30,0.00,0.00,0.00
Basketball_temporal/finer1992,PageRank,1.87,0.00,0.55,0.00,0.47,0.00,0.02,0.00
Basketball_temporal/finer1992,rankCentrality,0.95,0.00,0.44,0.00,0.24,0.00,0.00,0.00
Basketball_temporal/finer1992,SVD_RS,0.84,0.00,0.49,0.00,0.21,0.00,0.01,0.00
Basketball_temporal/finer1992,SVD_NRS,1.11,0.00,0.13,0.00,0.28,0.00,3.54,0.02
Basketball_temporal/finer1992,OURS_MFAS_INS1,1.11,0.00,0.13,0.00,0.28,0.00,3.53,0.02
Basketball_temporal/finer1992,OURS_MFAS_INS2,1.11,0.00,0.13,0.00,0.28,0.00,3.54,0.02
Basketball_temporal/finer1992,OURS_MFAS_INS3,1.11,0.00,0.13,0.00,0.28,0.00,3.52,0.01
Basketball_temporal/finer1992,OURS_MFAS,1.11,0.00,0.13,0.00,0.28,0.00,3.52,0.01
Basketball_temporal/finer1993,SpringRank,1.66,0.00,0.01,0.00,0.42,0.00,0.40,0.00
Basketball_temporal/finer1993,syncRank,2.03,0.00,0.01,0.00,0.51,0.00,0.01,0.00
Basketball_temporal/finer1993,serialRank,1.35,0.05,0.01,0.00,0.34,0.01,0.04,0.00
Basketball_temporal/finer1993,btl,0.78,0.00,0.51,0.00,0.20,0.00,0.00,0.00
Basketball_temporal/finer1993,davidScore,1.18,0.00,0.01,0.00,0.29,0.00,0.01,0.00
Basketball_temporal/finer1993,eigenvectorCentrality,1.10,0.00,0.01,0.00,0.27,0.00,0.00,0.00
Basketball_temporal/finer1993,PageRank,1.93,0.13,0.58,0.00,0.51,0.06,0.03,0.01
Basketball_temporal/finer1993,rankCentrality,0.98,0.00,0.47,0.00,0.25,0.00,0.00,0.00
Basketball_temporal/finer1993,SVD_RS,0.86,0.00,0.49,0.00,0.21,0.00,0.01,0.00
Basketball_temporal/finer1993,SVD_NRS,1.15,0.00,0.14,0.00,0.29,0.00,3.19,0.01
Basketball_temporal/finer1993,OURS_MFAS_INS1,1.15,0.00,0.14,0.00,0.29,0.00,3.19,0.01
Basketball_temporal/finer1993,OURS_MFAS_INS2,1.15,0.00,0.14,0.00,0.29,0.00,3.20,0.02
Basketball_temporal/finer1993,OURS_MFAS_INS3,1.15,0.00,0.14,0.00,0.29,0.00,3.20,0.01
Basketball_temporal/finer1993,OURS_MFAS,1.15,0.00,0.14,0.00,0.29,0.00,3.20,0.01
Basketball_temporal/finer1994,SpringRank,1.69,0.00,0.01,0.00,0.42,0.00,0.41,0.00
Basketball_temporal/finer1994,syncRank,2.01,0.00,0.01,0.00,0.50,0.00,0.01,0.00
Basketball_temporal/finer1994,serialRank,1.35,0.08,0.01,0.00,0.34,0.02,0.04,0.00
Basketball_temporal/finer1994,btl,0.78,0.00,0.49,0.00,0.19,0.00,0.00,0.00
Basketball_temporal/finer1994,davidScore,1.23,0.00,0.01,0.00,0.31,0.00,0.01,0.00
Basketball_temporal/finer1994,eigenvectorCentrality,1.10,0.00,0.01,0.00,0.27,0.00,0.00,0.00
Basketball_temporal/finer1994,PageRank,1.94,0.00,0.58,0.00,0.49,0.00,0.02,0.00
Basketball_temporal/finer1994,rankCentrality,0.90,0.00,0.46,0.00,0.22,0.00,0.00,0.00
Basketball_temporal/finer1994,SVD_RS,0.83,0.00,0.49,0.00,0.21,0.00,0.01,0.00
Basketball_temporal/finer1994,SVD_NRS,1.15,0.00,0.14,0.00,0.29,0.00,3.30,0.02
Basketball_temporal/finer1994,OURS_MFAS_INS1,1.15,0.00,0.14,0.00,0.29,0.00,3.30,0.02
Basketball_temporal/finer1994,OURS_MFAS_INS2,1.15,0.00,0.14,0.00,0.29,0.00,3.29,0.01
Basketball_temporal/finer1994,OURS_MFAS_INS3,1.15,0.00,0.14,0.00,0.29,0.00,3.28,0.01
Basketball_temporal/finer1994,OURS_MFAS,1.15,0.00,0.14,0.00,0.29,0.00,3.28,0.01
Basketball_temporal/finer1995,SpringRank,1.78,0.00,0.01,0.00,0.44,0.00,0.41,0.00
Basketball_temporal/finer1995,syncRank,1.89,0.00,0.01,0.00,0.47,0.00,0.01,0.00
Basketball_temporal/finer1995,serialRank,1.35,0.06,0.01,0.00,0.34,0.02,0.04,0.00
Basketball_temporal/finer1995,btl,0.83,0.00,0.50,0.00,0.21,0.00,0.00,0.00
Basketball_temporal/finer1995,davidScore,1.19,0.00,0.01,0.00,0.30,0.00,0.01,0.00
Basketball_temporal/finer1995,eigenvectorCentrality,1.13,0.00,0.01,0.00,0.28,0.00,0.00,0.00
Basketball_temporal/finer1995,PageRank,1.92,0.00,0.55,0.00,0.48,0.00,0.02,0.00
Basketball_temporal/finer1995,rankCentrality,0.95,0.00,0.47,0.00,0.24,0.00,0.00,0.00
Basketball_temporal/finer1995,SVD_RS,0.87,0.00,0.49,0.00,0.22,0.00,0.01,0.00
Basketball_temporal/finer1995,SVD_NRS,1.19,0.00,0.14,0.00,0.30,0.00,3.40,0.02
Basketball_temporal/finer1995,OURS_MFAS_INS1,1.19,0.00,0.14,0.00,0.30,0.00,3.41,0.01
Basketball_temporal/finer1995,OURS_MFAS_INS2,1.19,0.00,0.14,0.00,0.30,0.00,3.40,0.02
Basketball_temporal/finer1995,OURS_MFAS_INS3,1.19,0.00,0.14,0.00,0.30,0.00,3.39,0.01
Basketball_temporal/finer1995,OURS_MFAS,1.19,0.00,0.14,0.00,0.30,0.00,3.39,0.01
Basketball_temporal/finer1996,SpringRank,1.67,0.00,0.01,0.00,0.42,0.00,0.42,0.00
Basketball_temporal/finer1996,syncRank,1.95,0.00,0.01,0.00,0.49,0.00,0.01,0.00
Basketball_temporal/finer1996,serialRank,1.44,0.06,0.01,0.00,0.36,0.02,0.04,0.00
Basketball_temporal/finer1996,btl,0.88,0.00,0.48,0.00,0.22,0.00,0.00,0.00
Basketball_temporal/finer1996,davidScore,1.22,0.00,0.01,0.00,0.30,0.00,0.01,0.00
Basketball_temporal/finer1996,eigenvectorCentrality,1.20,0.00,0.01,0.00,0.30,0.00,0.00,0.00
Basketball_temporal/finer1996,PageRank,1.94,0.00,0.56,0.00,0.49,0.00,0.02,0.00
Basketball_temporal/finer1996,rankCentrality,1.08,0.00,0.45,0.00,0.27,0.00,0.00,0.00
Basketball_temporal/finer1996,SVD_RS,0.95,0.00,0.47,0.00,0.24,0.00,0.01,0.00
Basketball_temporal/finer1996,SVD_NRS,1.21,0.00,0.14,0.00,0.30,0.00,3.61,0.02
Basketball_temporal/finer1996,OURS_MFAS_INS1,1.21,0.00,0.14,0.00,0.30,0.00,3.60,0.01
Basketball_temporal/finer1996,OURS_MFAS_INS2,1.21,0.00,0.14,0.00,0.30,0.00,3.62,0.02
Basketball_temporal/finer1996,OURS_MFAS_INS3,1.21,0.00,0.14,0.00,0.30,0.00,3.61,0.02
Basketball_temporal/finer1996,OURS_MFAS,1.21,0.00,0.14,0.00,0.30,0.00,3.61,0.02
Basketball_temporal/finer1997,SpringRank,1.77,0.00,0.01,0.00,0.44,0.00,0.42,0.00
Basketball_temporal/finer1997,syncRank,1.94,0.00,0.01,0.00,0.49,0.00,0.01,0.00
Basketball_temporal/finer1997,serialRank,1.40,0.04,0.01,0.00,0.35,0.01,0.04,0.00
Basketball_temporal/finer1997,btl,0.86,0.00,0.50,0.00,0.21,0.00,0.00,0.00
Basketball_temporal/finer1997,davidScore,1.19,0.00,0.01,0.00,0.30,0.00,0.01,0.00
Basketball_temporal/finer1997,eigenvectorCentrality,1.16,0.00,0.01,0.00,0.29,0.00,0.00,0.00
Basketball_temporal/finer1997,PageRank,2.05,0.00,0.56,0.00,0.51,0.00,0.02,0.00
Basketball_temporal/finer1997,rankCentrality,0.96,0.00,0.48,0.00,0.24,0.00,0.00,0.00
Basketball_temporal/finer1997,SVD_RS,0.92,0.00,0.47,0.00,0.23,0.00,0.01,0.00
Basketball_temporal/finer1997,SVD_NRS,1.22,0.00,0.15,0.00,0.31,0.00,3.76,0.02
Basketball_temporal/finer1997,OURS_MFAS_INS1,1.22,0.00,0.15,0.00,0.31,0.00,3.76,0.02
Basketball_temporal/finer1997,OURS_MFAS_INS2,1.22,0.00,0.15,0.00,0.31,0.00,3.76,0.02
Basketball_temporal/finer1997,OURS_MFAS_INS3,1.22,0.00,0.15,0.00,0.31,0.00,3.77,0.01
Basketball_temporal/finer1997,OURS_MFAS,1.22,0.00,0.15,0.00,0.31,0.00,3.77,0.01
Basketball_temporal/finer1998,SpringRank,1.70,0.00,0.01,0.00,0.42,0.00,0.43,0.00
Basketball_temporal/finer1998,syncRank,1.92,0.00,0.01,0.00,0.48,0.00,0.01,0.00
Basketball_temporal/finer1998,serialRank,1.36,0.07,0.01,0.00,0.34,0.02,0.04,0.00
Basketball_temporal/finer1998,btl,0.83,0.00,0.50,0.00,0.21,0.00,0.00,0.00
Basketball_temporal/finer1998,davidScore,1.14,0.00,0.01,0.00,0.29,0.00,0.01,0.00
Basketball_temporal/finer1998,eigenvectorCentrality,1.13,0.00,0.01,0.00,0.28,0.00,0.00,0.00
Basketball_temporal/finer1998,PageRank,1.86,0.14,0.56,0.00,0.50,0.06,0.02,0.00
Basketball_temporal/finer1998,rankCentrality,0.97,0.00,0.47,0.00,0.24,0.00,0.00,0.00
Basketball_temporal/finer1998,SVD_RS,0.90,0.00,0.45,0.00,0.22,0.00,0.01,0.00
Basketball_temporal/finer1998,SVD_NRS,1.20,0.00,0.13,0.00,0.30,0.00,3.82,0.02
Basketball_temporal/finer1998,OURS_MFAS_INS1,1.20,0.00,0.13,0.00,0.30,0.00,3.84,0.02
Basketball_temporal/finer1998,OURS_MFAS_INS2,1.20,0.00,0.13,0.00,0.30,0.00,3.84,0.02
Basketball_temporal/finer1998,OURS_MFAS_INS3,1.20,0.00,0.13,0.00,0.30,0.00,3.84,0.02
Basketball_temporal/finer1998,OURS_MFAS,1.20,0.00,0.13,0.00,0.30,0.00,3.84,0.02
Basketball_temporal/finer1999,SpringRank,1.64,0.00,0.01,0.00,0.41,0.00,0.44,0.00
Basketball_temporal/finer1999,syncRank,2.02,0.00,0.01,0.00,0.50,0.00,0.01,0.00
Basketball_temporal/finer1999,serialRank,1.38,0.07,0.01,0.00,0.34,0.02,0.04,0.00
